nanosecs,vx,vy,vz,timestamp,time
1697720036242427555,"('vx', -0.212176)","('vy', -0.00204929)","('vz', 0.000734874)",1697720036208052,170.78
1697720036427183124,"('vx', -0.239529)","('vy', -0.0293401)","('vz', -0.00395306)",1697720036393399,170.965
1697720036629796632,"('vx', -0.237575)","('vy', -0.0353961)","('vz', -0.00663975)",1697720036595913,171.168
1697720036818718108,"('vx', -0.242021)","('vy', -0.0394259)","('vz', 0.000554986)",1697720036783845,171.356
1697720037040452685,"('vx', -0.254262)","('vy', -0.0547256)","('vz', -0.000527204)",1697720037006462,171.579
1697720037219482463,"('vx', -0.248554)","('vy', -0.0556208)","('vz', 0.00506804)",1697720037183585,171.756
1697720037419144792,"('vx', -0.235198)","('vy', -0.0455589)","('vz', 0.00367551)",1697720037384724,171.957
1697720037604727824,"('vx', -0.248558)","('vy', -0.0626976)","('vz', 0.00877028)",1697720037571624,172.144
1697720037832402784,"('vx', -0.266286)","('vy', -0.0979552)","('vz', 0.0113431)",1697720037798695,172.371
1697720037993922404,"('vx', -0.277125)","('vy', -0.114027)","('vz', 0.00957323)",1697720037959551,172.532
1697720038186157402,"('vx', -0.263327)","('vy', -0.0985402)","('vz', 0.0137308)",1697720038152386,172.725
1697720038385924259,"('vx', -0.244644)","('vy', -0.0961945)","('vz', 0.0186071)",1697720038351546,172.924
1697720038593623630,"('vx', -0.247494)","('vy', -0.0908468)","('vz', 0.0123987)",1697720038559258,173.132
1697720038780826079,"('vx', -0.221948)","('vy', -0.0685904)","('vz', 0.0158721)",1697720038746434,173.319
1697720038973810087,"('vx', -0.207574)","('vy', -0.0488151)","('vz', 0.0159278)",1697720038939546,173.512
1697720039171649111,"('vx', -0.196488)","('vy', -0.0372665)","('vz', 0.0213013)",1697720039137533,173.71
1697720039346382273,"('vx', -0.203771)","('vy', -0.0306912)","('vz', 0.0222286)",1697720039312396,173.885
1697720039724450588,"('vx', -0.213829)","('vy', -0.0397912)","('vz', 0.00992231)",1697720039690219,174.263
1697720039933776710,"('vx', -0.218832)","('vy', -0.0318337)","('vz', 0.00924912)",1697720039899376,174.472
1697720040126874066,"('vx', -0.223969)","('vy', -0.0352262)","('vz', 0.0106174)",1697720040092898,174.666
1697720040333075284,"('vx', -0.234225)","('vy', -0.0384344)","('vz', 0.00401535)",1697720040299470,174.873
1697720040506207691,"('vx', -0.236618)","('vy', -0.0280942)","('vz', 0.000886123)",1697720040472300,175.046
1697720040715355208,"('vx', -0.24109)","('vy', -0.0359712)","('vz', 0.00207476)",1697720040681704,175.255
1697720040915164600,"('vx', -0.23587)","('vy', -0.0386155)","('vz', 0.000871217)",1697720040881255,175.455
1697720041113146491,"('vx', -0.241304)","('vy', -0.0541624)","('vz', -0.00423426)",1697720041078691,175.652
1697720041289151758,"('vx', -0.230727)","('vy', -0.0502618)","('vz', -0.000990327)",1697720041254376,175.828
1697720041484360893,"('vx', -0.227847)","('vy', -0.0520067)","('vz', 0.00467317)",1697720041449480,176.023
1697720041680850193,"('vx', -0.226945)","('vy', -0.047874)","('vz', 0.00615102)",1697720041647003,176.221
1697720041877081527,"('vx', -0.229464)","('vy', -0.0440628)","('vz', 0.00257535)",1697720041843547,176.418
1697720042064529375,"('vx', -0.227197)","('vy', -0.0378541)","('vz', 0.00609379)",1697720042030462,176.605
1697720042261790156,"('vx', -0.230402)","('vy', -0.0367692)","('vz', 0.00970038)",1697720042228496,176.803
1697720042459807133,"('vx', -0.237506)","('vy', -0.0398328)","('vz', 0.0153539)",1697720042425746,177.0
1697720042639168637,"('vx', -0.233724)","('vy', -0.0460794)","('vz', 0.0135861)",1697720042604543,177.179
1697720042828838594,"('vx', -0.239211)","('vy', -0.0421763)","('vz', 0.0133674)",1697720042794892,177.369
1697720043027697157,"('vx', -0.211932)","('vy', -0.0440119)","('vz', 0.0130095)",1697720042993485,177.568
1697720043224808407,"('vx', -0.205024)","('vy', -0.0347482)","('vz', 0.0146111)",1697720043189946,177.764
1697720043419637052,"('vx', -0.192718)","('vy', -0.0183416)","('vz', 0.0175974)",1697720043386169,177.96
1697720043616174664,"('vx', -0.189343)","('vy', -0.00614598)","('vz', 0.016573)",1697720043582105,178.156
1697720043811579188,"('vx', -0.203062)","('vy', -0.016888)","('vz', 0.00847772)",1697720043775872,178.35
1697720044012214763,"('vx', -0.205673)","('vy', -0.0213624)","('vz', 0.00372106)",1697720043977433,178.552
1697720044212979644,"('vx', -0.228318)","('vy', -0.0273048)","('vz', 0.00273578)",1697720044178526,178.753
1697720044385459976,"('vx', -0.237818)","('vy', -0.0366935)","('vz', 0.00529038)",1697720044350651,178.925
1697720044587183870,"('vx', -0.252598)","('vy', -0.0412841)","('vz', 0.005043)",1697720044552697,179.127
1697720044780570800,"('vx', -0.262358)","('vy', -0.0466001)","('vz', 0.00334741)",1697720044746422,179.321
1697720044975057022,"('vx', -0.281078)","('vy', -0.0678588)","('vz', 0.00194708)",1697720044939078,179.514
1697720045194714499,"('vx', -0.291268)","('vy', -0.0987772)","('vz', 0.00116527)",1697720045160188,179.735
1697720045384254754,"('vx', -0.289982)","('vy', -0.0905102)","('vz', 0.006715)",1697720045350635,179.925
1697720045559678188,"('vx', -0.276975)","('vy', -0.0815591)","('vz', 0.0103353)",1697720045525966,180.1
1697720045756741860,"('vx', -0.27486)","('vy', -0.0809883)","('vz', 0.00757376)",1697720045720903,180.295
1697720045954873213,"('vx', -0.293168)","('vy', -0.0856725)","('vz', 0.00654284)",1697720045920946,180.495
1697720046147669870,"('vx', -0.299074)","('vy', -0.0985288)","('vz', 0.00506655)",1697720046112654,180.687
1697720046347920741,"('vx', -0.298273)","('vy', -0.0940741)","('vz', 0.00638864)",1697720046313110,180.887
1697720046547266877,"('vx', -0.300049)","('vy', -0.105051)","('vz', 0.010289)",1697720046512702,181.087
1697720046725771952,"('vx', -0.292258)","('vy', -0.113558)","('vz', 0.0136123)",1697720046691734,181.266
1697720046922523813,"('vx', -0.298158)","('vy', -0.115454)","('vz', 0.0140244)",1697720046888519,181.463
1697720047125317704,"('vx', -0.297428)","('vy', -0.114882)","('vz', 0.0134464)",1697720047089691,181.664
1697720047295109501,"('vx', -0.290043)","('vy', -0.131582)","('vz', 0.0159439)",1697720047260495,181.835
1697720047495895275,"('vx', -0.309137)","('vy', -0.156477)","('vz', 0.014562)",1697720047461822,182.036
1697720047712022167,"('vx', -0.319531)","('vy', -0.168709)","('vz', 0.0147218)",1697720047676738,182.251
1697720047905860865,"('vx', -0.34117)","('vy', -0.174908)","('vz', 0.0137005)",1697720047871235,182.445
1697720048095337730,"('vx', -0.352578)","('vy', -0.187768)","('vz', 0.0189279)",1697720048060806,182.635
1697720048292580760,"('vx', -0.292312)","('vy', -0.164039)","('vz', 0.0244211)",1697720048258348,182.833
1697720048470959291,"('vx', -0.24652)","('vy', -0.142238)","('vz', 0.0187136)",1697720048435773,183.01
1697720048665839104,"('vx', -0.209892)","('vy', -0.126478)","('vz', 0.0132988)",1697720048630886,183.205
1697720048855891702,"('vx', -0.213518)","('vy', -0.136164)","('vz', 0.00817092)",1697720048821267,183.395
1697720049058164618,"('vx', -0.218881)","('vy', -0.134152)","('vz', 0.0152515)",1697720049023889,183.598
1697720049259914272,"('vx', -0.233158)","('vy', -0.132809)","('vz', 0.0216534)",1697720049225485,183.8
1697720049464117813,"('vx', -0.248842)","('vy', -0.142057)","('vz', 0.025223)",1697720049429408,184.004
1697720049840938664,"('vx', -0.211387)","('vy', -0.107254)","('vz', 0.029638)",1697720049806732,184.381
1697720050035885263,"('vx', -0.208796)","('vy', -0.11001)","('vz', 0.0281034)",1697720050000434,184.575
1697720050231472100,"('vx', -0.20918)","('vy', -0.101792)","('vz', 0.0267708)",1697720050197226,184.772
1697720050436292693,"('vx', -0.216237)","('vy', -0.103657)","('vz', 0.0237531)",1697720050401805,184.977
1697720050630375731,"('vx', -0.216997)","('vy', -0.0963961)","('vz', 0.0297265)",1697720050595570,185.171
1697720050831967373,"('vx', -0.23105)","('vy', -0.0956808)","('vz', 0.0299464)",1697720050796857,185.372
1697720051026478307,"('vx', -0.236013)","('vy', -0.0911113)","('vz', 0.0320392)",1697720050990892,185.566
1697720051194683644,"('vx', -0.238971)","('vy', -0.0912823)","('vz', 0.0315517)",1697720051160819,185.736
1697720051413591346,"('vx', -0.238911)","('vy', -0.0953811)","('vz', 0.027632)",1697720051379445,185.955
1697720051588299698,"('vx', -0.253342)","('vy', -0.0980894)","('vz', 0.0228836)",1697720051554009,186.13
1697720051783476370,"('vx', -0.245862)","('vy', -0.0982377)","('vz', 0.0250262)",1697720051749614,186.326
1697720051966335168,"('vx', -0.263056)","('vy', -0.0931024)","('vz', 0.0205599)",1697720051932315,186.509
1697720052166449265,"('vx', -0.25662)","('vy', -0.101715)","('vz', 0.0200652)",1697720052131584,186.708
1697720052368080385,"('vx', -0.261916)","('vy', -0.102469)","('vz', 0.0202655)",1697720052334528,186.911
1697720052568206835,"('vx', -0.273575)","('vy', -0.10318)","('vz', 0.0156949)",1697720052534087,187.111
1697720052746873175,"('vx', -0.256903)","('vy', -0.107716)","('vz', 0.0162484)",1697720052712555,187.289
1697720052954916068,"('vx', -0.249759)","('vy', -0.121276)","('vz', 0.012187)",1697720052920063,187.497
1697720053161899490,"('vx', -0.256136)","('vy', -0.126207)","('vz', 0.00897906)",1697720053127597,187.705
1697720053333142659,"('vx', -0.277573)","('vy', -0.141567)","('vz', 0.0102202)",1697720053298375,187.876
1697720053512778481,"('vx', -0.269279)","('vy', -0.147727)","('vz', 0.0115731)",1697720053478861,188.056
1697720053723239360,"('vx', -0.256346)","('vy', -0.115947)","('vz', 0.0151576)",1697720053688727,188.266
1697720053903740916,"('vx', -0.206512)","('vy', -0.105491)","('vz', 0.0114497)",1697720053869736,188.447
1697720054123357963,"('vx', -0.170112)","('vy', -0.0909586)","('vz', 0.0132024)",1697720054087996,188.665
1697720054289757367,"('vx', -0.15715)","('vy', -0.0905029)","('vz', 0.00997591)",1697720054255464,188.832
1697720054486155336,"('vx', -0.143674)","('vy', -0.0819559)","('vz', 0.00911857)",1697720054451081,189.028
1697720054685569550,"('vx', -0.12662)","('vy', -0.0785625)","('vz', 0.0095199)",1697720054650995,189.228
1697720054878683992,"('vx', -0.118357)","('vy', -0.074099)","('vz', 0.00760452)",1697720054843716,189.421
1697720055081955744,"('vx', -0.111355)","('vy', -0.070018)","('vz', 0.010298)",1697720055047402,189.625
1697720055304694809,"('vx', -0.105886)","('vy', -0.0675738)","('vz', 0.0149843)",1697720055269460,189.847
1697720055490861253,"('vx', -0.106814)","('vy', -0.0676393)","('vz', 0.0151657)",1697720055455629,190.033
1697720055685887636,"('vx', -0.109289)","('vy', -0.0599507)","('vz', 0.0222087)",1697720055651049,190.228
1697720055871674983,"('vx', -0.107991)","('vy', -0.0597129)","('vz', 0.0306792)",1697720055835932,190.413
1697720056058654422,"('vx', -0.0992979)","('vy', -0.064653)","('vz', 0.0337507)",1697720056022963,190.6
1697720056265771961,"('vx', -0.0995227)","('vy', -0.0556522)","('vz', 0.0277455)",1697720056230236,190.807
1697720056466525301,"('vx', -0.0990076)","('vy', -0.0464687)","('vz', 0.0276051)",1697720056431965,191.009
1697720056635328473,"('vx', -0.107351)","('vy', -0.0420046)","('vz', 0.0311392)",1697720056601708,191.179
1697720056830384011,"('vx', -0.104662)","('vy', -0.0380308)","('vz', 0.0334636)",1697720056795222,191.373
1697720057034471954,"('vx', -0.0984449)","('vy', -0.0297528)","('vz', 0.0282245)",1697720057000567,191.578
1697720057231436877,"('vx', -0.103661)","('vy', -0.0250419)","('vz', 0.0222738)",1697720057196729,191.774
1697720057410608274,"('vx', -0.103769)","('vy', -0.0220858)","('vz', 0.0215815)",1697720057376277,191.954
1697720057601911284,"('vx', -0.107221)","('vy', -0.0190273)","('vz', 0.0201201)",1697720057566735,192.144
1697720057804753438,"('vx', -0.108175)","('vy', -0.0116213)","('vz', 0.0185689)",1697720057770424,192.348
1697720057998904489,"('vx', -0.11919)","('vy', 0.0045041)","('vz', 0.0118879)",1697720057964824,192.542
1697720058191321355,"('vx', -0.125603)","('vy', 0.0143994)","('vz', 0.00879467)",1697720058157408,192.735
1697720058372126966,"('vx', -0.138348)","('vy', 0.0185331)","('vz', 0.0116956)",1697720058338074,192.916
1697720058584384352,"('vx', -0.136519)","('vy', 0.0281922)","('vz', 0.00589443)",1697720058549425,193.127
1697720058776570956,"('vx', -0.138755)","('vy', 0.030121)","('vz', 0.000669251)",1697720058741099,193.319
1697720058970573659,"('vx', -0.141559)","('vy', 0.0397261)","('vz', -0.00141598)",1697720058936255,193.514
1697720059151481795,"('vx', -0.142909)","('vy', 0.0507267)","('vz', -0.00142572)",1697720059116656,193.694
1697720059365362155,"('vx', -0.14409)","('vy', 0.0510248)","('vz', -0.00418241)",1697720059331014,193.908
1697720059541366075,"('vx', -0.147556)","('vy', 0.068392)","('vz', -0.00095882)",1697720059506881,194.084
1697720059927575637,"('vx', -0.160761)","('vy', 0.0727376)","('vz', -0.00907522)",1697720059892783,194.47
1697720060120097960,"('vx', -0.155748)","('vy', 0.0740061)","('vz', -0.0109734)",1697720060085936,194.663
1697720060336919609,"('vx', -0.153261)","('vy', 0.0766371)","('vz', -0.00806001)",1697720060302007,194.879
1697720060516969888,"('vx', -0.153087)","('vy', 0.0750607)","('vz', -0.00562428)",1697720060482740,195.06
1697720060723442448,"('vx', -0.158092)","('vy', 0.0876043)","('vz', -0.00914411)",1697720060689169,195.266
1697720060900709095,"('vx', -0.155766)","('vy', 0.0904586)","('vz', -0.0110533)",1697720060865926,195.443
1697720061092320911,"('vx', -0.160148)","('vy', 0.0838485)","('vz', -0.0121199)",1697720061058046,195.635
1697720061286763992,"('vx', -0.155857)","('vy', 0.0887479)","('vz', -0.0145773)",1697720061252365,195.829
1697720061485253205,"('vx', -0.169142)","('vy', 0.0850539)","('vz', -0.0152495)",1697720061450870,196.028
1697720061662247558,"('vx', -0.159973)","('vy', 0.0846228)","('vz', -0.0141594)",1697720061628020,196.205
1697720061859729923,"('vx', -0.168358)","('vy', 0.0897323)","('vz', -0.0137105)",1697720061825062,196.402
1697720062051026721,"('vx', -0.174631)","('vy', 0.0914766)","('vz', -0.0136541)",1697720062016550,196.593
1697720062257438182,"('vx', -0.165913)","('vy', 0.0905896)","('vz', -0.014245)",1697720062221825,196.798
1697720062465283756,"('vx', -0.162504)","('vy', 0.0931221)","('vz', -0.0125021)",1697720062431051,197.007
1697720062633739254,"('vx', -0.163506)","('vy', 0.0913659)","('vz', -0.010348)",1697720062598763,197.175
1697720062833422990,"('vx', -0.178324)","('vy', 0.0880473)","('vz', -0.0120294)",1697720062798576,197.375
1697720063029098207,"('vx', -0.174479)","('vy', 0.0901211)","('vz', -0.0133696)",1697720062994441,197.571
1697720063224285053,"('vx', -0.176037)","('vy', 0.085798)","('vz', -0.0163397)",1697720063190027,197.767
1697720063413969858,"('vx', -0.171531)","('vy', 0.0887676)","('vz', -0.0156528)",1697720063379044,197.956
1697720063590727997,"('vx', -0.169587)","('vy', 0.0849781)","('vz', -0.0122844)",1697720063555770,198.133
1697720063789991216,"('vx', -0.173974)","('vy', 0.0910277)","('vz', -0.0155846)",1697720063755243,198.332
1697720063986536914,"('vx', -0.177369)","('vy', 0.0847728)","('vz', -0.017496)",1697720063951986,198.529
1697720064185180000,"('vx', -0.174396)","('vy', 0.090779)","('vz', -0.0183856)",1697720064150354,198.727
1697720064356514475,"('vx', -0.177916)","('vy', 0.0903364)","('vz', -0.01892)",1697720064321113,198.898
1697720064549979044,"('vx', -0.175878)","('vy', 0.0929089)","('vz', -0.0174954)",1697720064515425,199.092
1697720064770280661,"('vx', -0.176395)","('vy', 0.100366)","('vz', -0.0175311)",1697720064735626,199.312
1697720064942008975,"('vx', -0.172018)","('vy', 0.095781)","('vz', -0.0201699)",1697720064907563,199.484
1697720065134550387,"('vx', -0.170409)","('vy', 0.0928366)","('vz', -0.0236925)",1697720065100862,199.677
1697720065330899410,"('vx', -0.166345)","('vy', 0.10123)","('vz', -0.0240707)",1697720065296449,199.873
1697720065533719100,"('vx', -0.166614)","('vy', 0.0978311)","('vz', -0.0221544)",1697720065499367,200.076
1697720065733171334,"('vx', -0.163686)","('vy', 0.0987614)","('vz', -0.0190696)",1697720065697697,200.274
1697720065928338044,"('vx', -0.170056)","('vy', 0.112171)","('vz', -0.0193378)",1697720065893003,200.469
1697720066123276236,"('vx', -0.167244)","('vy', 0.111498)","('vz', -0.0199633)",1697720066088584,200.665
1697720066307057790,"('vx', -0.165683)","('vy', 0.099838)","('vz', -0.0203854)",1697720066272200,200.849
1697720066497278269,"('vx', -0.170269)","('vy', 0.108214)","('vz', -0.019841)",1697720066463379,201.04
1697720066692726934,"('vx', -0.168039)","('vy', 0.107645)","('vz', -0.0216575)",1697720066655978,201.233
1697720066891032288,"('vx', -0.162705)","('vy', 0.105637)","('vz', -0.0223872)",1697720066856614,201.434
1697720067083803362,"('vx', -0.15903)","('vy', 0.107465)","('vz', -0.0215697)",1697720067049523,201.627
1697720067292390221,"('vx', -0.157153)","('vy', 0.103217)","('vz', -0.0216513)",1697720067257036,201.835
1697720067489136707,"('vx', -0.163811)","('vy', 0.105764)","('vz', -0.0180811)",1697720067454045,202.032
1697720067655268236,"('vx', -0.159909)","('vy', 0.106352)","('vz', -0.0213054)",1697720067621151,202.199
1697720067845630520,"('vx', -0.155565)","('vy', 0.101458)","('vz', -0.0229865)",1697720067809811,202.388
1697720068050683811,"('vx', -0.155999)","('vy', 0.111512)","('vz', -0.0183576)",1697720068015714,202.594
1697720068247865829,"('vx', -0.156039)","('vy', 0.102635)","('vz', -0.0199891)",1697720068213509,202.792
1697720068448837919,"('vx', -0.154079)","('vy', 0.100043)","('vz', -0.0179467)",1697720068415017,202.994
1697720068648614251,"('vx', -0.154629)","('vy', 0.105469)","('vz', -0.0187183)",1697720068611135,203.19
1697720068827895048,"('vx', -0.155589)","('vy', 0.105199)","('vz', -0.013636)",1697720068792985,203.372
1697720069025710779,"('vx', -0.159088)","('vy', 0.112376)","('vz', -0.0168131)",1697720068991009,203.57
1697720069224036189,"('vx', -0.164282)","('vy', 0.111268)","('vz', -0.0156591)",1697720069189478,203.768
1697720069417669199,"('vx', -0.174741)","('vy', 0.108092)","('vz', -0.0152916)",1697720069382256,203.961
1697720069606835218,"('vx', -0.165112)","('vy', 0.104694)","('vz', -0.0141159)",1697720069572197,204.151
1697720069982496755,"('vx', -0.155138)","('vy', 0.104789)","('vz', -0.017707)",1697720069947119,204.526
1697720070204222805,"('vx', -0.166569)","('vy', 0.0975375)","('vz', -0.0130594)",1697720070169635,204.749
1697720070376677311,"('vx', -0.171243)","('vy', 0.0888195)","('vz', -0.0133231)",1697720070340807,204.92
1697720070564905711,"('vx', -0.187323)","('vy', 0.0885964)","('vz', -0.0158262)",1697720070530549,205.11
1697720070766573380,"('vx', -0.180151)","('vy', 0.0824176)","('vz', -0.0145861)",1697720070732696,205.312
1697720070955348807,"('vx', -0.1783)","('vy', 0.0757187)","('vz', -0.00928675)",1697720070920475,205.5
1697720071151209581,"('vx', -0.180479)","('vy', 0.0830952)","('vz', -0.00868344)",1697720071116735,205.696
1697720071351347160,"('vx', -0.175461)","('vy', 0.0817884)","('vz', -0.010458)",1697720071317709,205.897
1697720071535221522,"('vx', -0.185978)","('vy', 0.0691011)","('vz', -0.0132252)",1697720071499200,206.078
1697720071748076525,"('vx', -0.186936)","('vy', 0.0725799)","('vz', -0.0160125)",1697720071713429,206.292
1697720071924175793,"('vx', -0.179284)","('vy', 0.0739987)","('vz', -0.0180855)",1697720071888712,206.467
1697720072109565976,"('vx', -0.182749)","('vy', 0.0758706)","('vz', -0.0139277)",1697720072074965,206.653
1697720072313128611,"('vx', -0.184169)","('vy', 0.0732234)","('vz', -0.0126116)",1697720072278045,206.856
1697720072506454060,"('vx', -0.177025)","('vy', 0.0828322)","('vz', -0.0119301)",1697720072472277,207.05
1697720072707411620,"('vx', -0.172935)","('vy', 0.0801925)","('vz', -0.015002)",1697720072672201,207.25
1697720072887222743,"('vx', -0.162426)","('vy', 0.0858869)","('vz', -0.0123656)",1697720072852358,207.43
1697720073090655601,"('vx', -0.165771)","('vy', 0.102573)","('vz', -0.0117438)",1697720073056192,207.634
1697720073267822228,"('vx', -0.16314)","('vy', 0.0965541)","('vz', -0.0148532)",1697720073232312,207.81
1697720073464669290,"('vx', -0.158197)","('vy', 0.0911334)","('vz', -0.0165422)",1697720073429752,208.007
1697720073662015470,"('vx', -0.159744)","('vy', 0.0938547)","('vz', -0.0122997)",1697720073627285,208.205
1697720073862028800,"('vx', -0.13907)","('vy', 0.0906798)","('vz', -0.00691237)",1697720073827484,208.405
1697720074030599137,"('vx', -0.119669)","('vy', 0.0670019)","('vz', -0.0207103)",1697720073996117,208.574
1697720074231833232,"('vx', -0.107774)","('vy', 0.0288092)","('vz', -0.0116346)",1697720074196970,208.775
1697720074434603682,"('vx', -0.0545197)","('vy', -0.000247454)","('vz', 0.000142405)",1697720074399987,208.978
1697720074611355031,"('vx', -0.021787)","('vy', -0.0253749)","('vz', 0.00903297)",1697720074577360,209.155
1697720074812102915,"('vx', 0.00326693)","('vy', -0.0401202)","('vz', 0.0148481)",1697720074776987,209.355
1697720075010435319,"('vx', 0.0242739)","('vy', -0.032074)","('vz', 0.0154844)",1697720074974856,209.553
1697720075205940355,"('vx', 0.00617437)","('vy', -0.0236522)","('vz', -0.000383803)",1697720075170459,209.749
1697720075406153552,"('vx', -0.00527523)","('vy', -0.0106576)","('vz', -0.00608484)",1697720075371961,209.951
1697720075591501050,"('vx', 0.0118423)","('vy', -0.000343777)","('vz', -0.00669747)",1697720075556880,210.136
1697720075789347398,"('vx', -0.0288874)","('vy', 0.015724)","('vz', -0.00446897)",1697720075754425,210.334
1697720075989833006,"('vx', -0.0322954)","('vy', 0.00594702)","('vz', -0.0147882)",1697720075953970,210.534
1697720076197796470,"('vx', -0.0324866)","('vy', 0.00464226)","('vz', -0.014699)",1697720076162051,210.742
1697720076369702426,"('vx', -0.0307499)","('vy', 0.0063048)","('vz', -0.0150066)",1697720076334620,210.915
1697720076572879987,"('vx', -0.0277283)","('vy', 0.00684674)","('vz', -0.0166935)",1697720076538041,211.118
1697720076765993512,"('vx', -0.028653)","('vy', 0.00699954)","('vz', -0.0173454)",1697720076729071,211.309
1697720076959263780,"('vx', -0.0322292)","('vy', 0.00503481)","('vz', -0.0166233)",1697720076922958,211.503
1697720077151416758,"('vx', -0.0347321)","('vy', 0.00407071)","('vz', -0.0149686)",1697720077116273,211.696
1697720077353094229,"('vx', -0.035292)","('vy', 0.00925585)","('vz', -0.00898856)",1697720077318497,211.898
1697720077549164748,"('vx', -0.0224518)","('vy', -0.00380967)","('vz', -0.0106724)",1697720077514643,212.094
1697720077727438654,"('vx', -0.0225056)","('vy', -0.00550427)","('vz', -0.0119855)",1697720077692329,212.272
1697720077919895805,"('vx', -0.0619531)","('vy', -0.0161879)","('vz', -0.00251079)",1697720077885970,212.466
1697720078122385272,"('vx', -0.013978)","('vy', -0.00117806)","('vz', 0.00252981)",1697720078087762,212.668
1697720078295025231,"('vx', -0.00352336)","('vy', -0.0192194)","('vz', 0.00640304)",1697720078259680,212.84
1697720078494146559,"('vx', 0.0249011)","('vy', -0.0489429)","('vz', 0.025643)",1697720078459777,213.04
1697720078685981392,"('vx', 0.0314508)","('vy', -0.0651655)","('vz', 0.033447)",1697720078651711,213.232
1697720078881663003,"('vx', 0.0413541)","('vy', -0.0748466)","('vz', 0.0320609)",1697720078846758,213.427
1697720079085989966,"('vx', 0.0620433)","('vy', -0.082061)","('vz', 0.0231382)",1697720079050275,213.631
1697720079279764832,"('vx', 0.0685587)","('vy', -0.0846257)","('vz', 0.0248296)",1697720079244545,213.825
1697720079470313022,"('vx', 0.079178)","('vy', -0.0851891)","('vz', 0.0263952)",1697720079434943,214.015
1697720079658872831,"('vx', 0.118318)","('vy', -0.0596387)","('vz', 0.0292851)",1697720079624453,214.205
1697720080049861764,"('vx', 0.238772)","('vy', 0.0393019)","('vz', 0.0253897)",1697720080015780,214.596
1697720080262217706,"('vx', 0.224496)","('vy', 0.0432621)","('vz', 0.0190596)",1697720080227090,214.807
1697720080448788195,"('vx', 0.210905)","('vy', 0.0425312)","('vz', 0.0134984)",1697720080414381,214.994
1697720080656814685,"('vx', 0.190694)","('vy', 0.0140165)","('vz', 0.00464931)",1697720080621533,215.201
1697720080838045354,"('vx', 0.201461)","('vy', 0.00883994)","('vz', 0.000183919)",1697720080802875,215.382
1697720081046753466,"('vx', 0.228306)","('vy', 0.038615)","('vz', -0.00130473)",1697720081012475,215.592
1697720081216039760,"('vx', 0.206791)","('vy', 0.0213334)","('vz', -0.0166152)",1697720081181596,215.761
1697720081421260863,"('vx', 0.197321)","('vy', -0.00680609)","('vz', -0.0189141)",1697720081385375,215.965
1697720081591894788,"('vx', 0.165002)","('vy', -0.0320177)","('vz', -0.0173712)",1697720081557644,216.137
1697720081779273349,"('vx', 0.106916)","('vy', -0.103501)","('vz', -0.0149738)",1697720081744680,216.324
1697720081974579416,"('vx', 0.0527659)","('vy', -0.158139)","('vz', -0.0180351)",1697720081938388,216.518
1697720082173135666,"('vx', 0.0308098)","('vy', -0.179931)","('vz', -0.0130739)",1697720082137598,216.717
1697720082347979344,"('vx', 0.0451998)","('vy', -0.154983)","('vz', -0.00436174)",1697720082313064,216.892
1697720082549179208,"('vx', 0.0699992)","('vy', -0.144309)","('vz', -0.00104993)",1697720082514652,217.094
1697720082746514310,"('vx', 0.0740656)","('vy', -0.148949)","('vz', 0.00494074)",1697720082710254,217.29
1697720082923848080,"('vx', 0.0797645)","('vy', -0.153023)","('vz', 0.00667871)",1697720082889440,217.469
1697720083126111500,"('vx', 0.0910438)","('vy', -0.15361)","('vz', 0.0101614)",1697720083091039,217.671
1697720083328777225,"('vx', 0.0916301)","('vy', -0.149804)","('vz', 0.0107501)",1697720083294862,217.875
1697720083506689083,"('vx', 0.0902006)","('vy', -0.144171)","('vz', 0.00849823)",1697720083472066,218.052
1697720083680218449,"('vx', 0.0974354)","('vy', -0.151647)","('vz', 0.0103739)",1697720083645496,218.225
1697720083893317884,"('vx', 0.100883)","('vy', -0.152968)","('vz', 0.00857034)",1697720083858098,218.438
1697720084072557875,"('vx', 0.0998979)","('vy', -0.160263)","('vz', 0.00819753)",1697720084037397,218.617
1697720084266802498,"('vx', 0.0907634)","('vy', -0.165985)","('vz', 0.00467027)",1697720084231987,218.812
1697720084472389735,"('vx', 0.0863058)","('vy', -0.170089)","('vz', 0.00183669)",1697720084437445,219.017
1697720084650802290,"('vx', 0.0727824)","('vy', -0.175241)","('vz', 0.00333663)",1697720084615763,219.195
1697720084848381408,"('vx', 0.0653902)","('vy', -0.184482)","('vz', 0.0048122)",1697720084813657,219.393
1697720085042659644,"('vx', 0.0589144)","('vy', -0.193878)","('vz', 0.00721348)",1697720085008472,219.588
1697720085218537445,"('vx', 0.061403)","('vy', -0.194654)","('vz', 0.00445528)",1697720085183363,219.763
1697720085429378228,"('vx', 0.0514649)","('vy', -0.199478)","('vz', 0.00499661)",1697720085394272,219.974
1697720085626665476,"('vx', 0.0397623)","('vy', -0.205782)","('vz', 0.00887818)",1697720085591112,220.171
1697720085813837538,"('vx', 0.0407914)","('vy', -0.203471)","('vz', 0.0141647)",1697720085777635,220.358
1697720085988756157,"('vx', 0.0318913)","('vy', -0.209876)","('vz', 0.0133295)",1697720085953992,220.534
1697720086188233295,"('vx', 0.0345691)","('vy', -0.218787)","('vz', 0.012521)",1697720086154230,220.734
1697720086381867846,"('vx', 0.0160444)","('vy', -0.217122)","('vz', 0.0179194)",1697720086347189,220.927
